,Steps,Energy @ 1.5,Energy @ 1.7,Energy @ 1.9,Energy @ 2.0999999999999996,Energy @ 2.3,Energy @ 2.5,Energy @ 2.6999999999999997,Energy @ 2.8999999999999995,Energy @ 3.0999999999999996,Energy @ 3.3
492,492246.63081540767,-1996.0,-1960.0,-1696.0,-1660.0,-1300.0,-1120.0,-952.0,-768.0,-780.0,-688.0
493,493247.1300650325,-2020.0,-1964.0,-1800.0,-1648.0,-1332.0,-1100.0,-956.0,-920.0,-856.0,-708.0
494,494247.6293146573,-2000.0,-1944.0,-1780.0,-1672.0,-1344.0,-1124.0,-1004.0,-920.0,-772.0,-724.0
495,495248.12856428215,-1996.0,-1912.0,-1860.0,-1668.0,-1376.0,-1144.0,-996.0,-912.0,-780.0,-708.0
496,496248.62781390693,-1964.0,-1956.0,-1820.0,-1652.0,-1380.0,-1068.0,-952.0,-884.0,-764.0,-712.0
497,497249.1270635317,-1984.0,-1940.0,-1856.0,-1648.0,-1344.0,-1128.0,-900.0,-872.0,-760.0,-704.0
498,498249.62631315656,-1968.0,-1928.0,-1816.0,-1652.0,-1280.0,-1084.0,-996.0,-860.0,-752.0,-708.0
499,499250.12556278135,-1944.0,-1888.0,-1832.0,-1736.0,-1272.0,-1080.0,-984.0,-880.0,-696.0,-784.0
500,500250.6248124062,-1948.0,-1920.0,-1812.0,-1672.0,-1336.0,-1136.0,-976.0,-904.0,-680.0,-728.0
501,501251.124062031,-1944.0,-1912.0,-1860.0,-1692.0,-1292.0,-1108.0,-1004.0,-876.0,-784.0,-840.0
502,502251.6233116558,-1992.0,-1876.0,-1868.0,-1652.0,-1248.0,-1084.0,-1008.0,-932.0,-864.0,-768.0
503,503252.1225612806,-2004.0,-1900.0,-1852.0,-1720.0,-1244.0,-1052.0,-972.0,-896.0,-796.0,-816.0
504,504252.6218109054,-2012.0,-1932.0,-1856.0,-1696.0,-1336.0,-1096.0,-936.0,-848.0,-808.0,-720.0
505,505253.12106053025,-2008.0,-1948.0,-1860.0,-1696.0,-1276.0,-1036.0,-1028.0,-808.0,-732.0,-780.0
506,506253.62031015503,-1996.0,-1976.0,-1860.0,-1712.0,-1348.0,-1064.0,-984.0,-788.0,-840.0,-720.0
507,507254.1195597799,-2016.0,-1976.0,-1840.0,-1700.0,-1456.0,-1084.0,-984.0,-804.0,-832.0,-760.0
508,508254.61880940467,-2016.0,-1980.0,-1876.0,-1648.0,-1440.0,-1052.0,-888.0,-832.0,-844.0,-732.0
509,509255.1180590295,-2024.0,-1932.0,-1876.0,-1668.0,-1400.0,-1124.0,-788.0,-832.0,-792.0,-728.0
510,510255.6173086543,-2008.0,-1920.0,-1908.0,-1672.0,-1396.0,-1112.0,-876.0,-904.0,-808.0,-748.0
511,511256.11655827914,-2024.0,-1956.0,-1876.0,-1648.0,-1400.0,-1124.0,-888.0,-828.0,-740.0,-716.0
512,512256.61580790393,-2008.0,-1968.0,-1912.0,-1656.0,-1332.0,-1112.0,-844.0,-876.0,-764.0,-768.0
513,513257.1150575287,-2000.0,-1944.0,-1880.0,-1660.0,-1240.0,-1136.0,-912.0,-824.0,-820.0,-772.0
514,514257.61430715356,-1988.0,-1972.0,-1892.0,-1664.0,-1256.0,-1068.0,-940.0,-836.0,-800.0,-784.0
515,515258.11355677835,-1992.0,-1920.0,-1876.0,-1672.0,-1288.0,-1060.0,-940.0,-772.0,-820.0,-812.0
516,516258.6128064032,-1968.0,-1952.0,-1872.0,-1672.0,-1308.0,-1156.0,-944.0,-896.0,-760.0,-752.0
517,517259.112056028,-1992.0,-1968.0,-1876.0,-1668.0,-1320.0,-1152.0,-972.0,-868.0,-784.0,-760.0
518,518259.6113056528,-1988.0,-1980.0,-1948.0,-1768.0,-1356.0,-1172.0,-1000.0,-832.0,-776.0,-716.0
519,519260.1105552776,-2000.0,-1976.0,-1952.0,-1716.0,-1280.0,-1144.0,-996.0,-896.0,-816.0,-728.0
520,520260.60980490246,-2004.0,-1920.0,-1860.0,-1720.0,-1304.0,-1168.0,-972.0,-928.0,-828.0,-644.0
521,521261.10905452725,-1984.0,-1888.0,-1892.0,-1736.0,-1332.0,-1160.0,-956.0,-880.0,-828.0,-752.0
522,522261.60830415203,-2008.0,-1924.0,-1924.0,-1628.0,-1336.0,-1196.0,-1016.0,-880.0,-892.0,-700.0
523,523262.1075537769,-1980.0,-1876.0,-1852.0,-1696.0,-1372.0,-1248.0,-968.0,-876.0,-812.0,-676.0
524,524262.60680340166,-2000.0,-1888.0,-1908.0,-1680.0,-1396.0,-1212.0,-892.0,-872.0,-764.0,-744.0
525,525263.1060530265,-2004.0,-1960.0,-1928.0,-1636.0,-1404.0,-1252.0,-992.0,-900.0,-792.0,-800.0
526,526263.6053026513,-2012.0,-1940.0,-1864.0,-1660.0,-1428.0,-1168.0,-984.0,-964.0,-832.0,-688.0
527,527264.1045522761,-2012.0,-1952.0,-1860.0,-1632.0,-1512.0,-1152.0,-1016.0,-916.0,-760.0,-652.0
528,528264.603801901,-2012.0,-1944.0,-1816.0,-1652.0,-1404.0,-1140.0,-1000.0,-968.0,-828.0,-632.0
529,529265.1030515258,-2016.0,-1948.0,-1844.0,-1620.0,-1448.0,-1164.0,-1028.0,-920.0,-824.0,-632.0
530,530265.6023011506,-1996.0,-1952.0,-1860.0,-1684.0,-1468.0,-1208.0,-964.0,-892.0,-848.0,-756.0
531,531266.1015507753,-1984.0,-1984.0,-1848.0,-1768.0,-1452.0,-1148.0,-908.0,-848.0,-816.0,-664.0
532,532266.6008004001,-2000.0,-1972.0,-1880.0,-1784.0,-1476.0,-1124.0,-876.0,-852.0,-844.0,-736.0
533,533267.100050025,-2008.0,-1940.0,-1880.0,-1680.0,-1472.0,-1048.0,-860.0,-832.0,-816.0,-768.0
534,534267.5992996498,-1996.0,-1956.0,-1848.0,-1636.0,-1468.0,-1060.0,-892.0,-804.0,-816.0,-700.0
535,535268.0985492746,-2012.0,-1956.0,-1836.0,-1584.0,-1424.0,-1084.0,-900.0,-840.0,-768.0,-780.0
536,536268.5977988994,-2012.0,-1940.0,-1852.0,-1580.0,-1468.0,-1072.0,-992.0,-956.0,-820.0,-776.0
537,537269.0970485242,-1976.0,-1912.0,-1836.0,-1524.0,-1484.0,-1088.0,-984.0,-936.0,-816.0,-728.0
538,538269.5962981491,-1988.0,-1884.0,-1872.0,-1548.0,-1440.0,-1068.0,-932.0,-996.0,-796.0,-664.0
539,539270.0955477739,-1968.0,-1856.0,-1864.0,-1584.0,-1384.0,-1068.0,-972.0,-824.0,-820.0,-688.0
540,540270.5947973987,-1952.0,-1832.0,-1916.0,-1616.0,-1400.0,-1068.0,-836.0,-828.0,-792.0,-772.0
541,541271.0940470234,-1980.0,-1904.0,-1924.0,-1676.0,-1364.0,-1112.0,-944.0,-908.0,-872.0,-728.0
542,542271.5932966484,-2016.0,-1892.0,-1932.0,-1656.0,-1316.0,-1188.0,-980.0,-892.0,-852.0,-648.0
543,543272.0925462731,-2024.0,-1948.0,-1924.0,-1656.0,-1396.0,-1100.0,-1052.0,-900.0,-824.0,-624.0
544,544272.5917958979,-2008.0,-1936.0,-1896.0,-1680.0,-1280.0,-1044.0,-920.0,-920.0,-828.0,-712.0
545,545273.0910455227,-1956.0,-1940.0,-1888.0,-1696.0,-1300.0,-1080.0,-884.0,-900.0,-812.0,-712.0
546,546273.5902951475,-2000.0,-1952.0,-1904.0,-1676.0,-1392.0,-1080.0,-976.0,-844.0,-780.0,-740.0
547,547274.0895447724,-2012.0,-1944.0,-1860.0,-1660.0,-1460.0,-1000.0,-948.0,-932.0,-704.0,-692.0
548,548274.5887943972,-2008.0,-1936.0,-1904.0,-1716.0,-1392.0,-1128.0,-948.0,-968.0,-796.0,-900.0
549,549275.088044022,-2016.0,-1968.0,-1896.0,-1712.0,-1348.0,-1176.0,-1036.0,-896.0,-840.0,-836.0
550,550275.5872936468,-1976.0,-1956.0,-1908.0,-1664.0,-1420.0,-1220.0,-968.0,-932.0,-736.0,-772.0
551,551276.0865432717,-1984.0,-1964.0,-1884.0,-1716.0,-1392.0,-1204.0,-960.0,-932.0,-708.0,-756.0
552,552276.5857928965,-1976.0,-1964.0,-1860.0,-1620.0,-1388.0,-1196.0,-964.0,-956.0,-732.0,-700.0
553,553277.0850425212,-2000.0,-1940.0,-1872.0,-1604.0,-1364.0,-1156.0,-928.0,-904.0,-792.0,-832.0
554,554277.584292146,-2000.0,-1928.0,-1848.0,-1676.0,-1404.0,-1136.0,-908.0,-904.0,-828.0,-808.0
555,555278.0835417708,-1992.0,-1992.0,-1884.0,-1728.0,-1372.0,-1124.0,-908.0,-796.0,-692.0,-780.0
556,556278.5827913957,-2012.0,-1968.0,-1848.0,-1660.0,-1388.0,-1112.0,-836.0,-852.0,-712.0,-744.0
557,557279.0820410205,-2000.0,-1988.0,-1812.0,-1692.0,-1288.0,-1140.0,-916.0,-884.0,-760.0,-600.0
558,558279.5812906453,-2016.0,-1964.0,-1852.0,-1700.0,-1368.0,-1168.0,-964.0,-812.0,-668.0,-664.0
559,559280.0805402701,-2016.0,-1964.0,-1820.0,-1616.0,-1292.0,-1188.0,-976.0,-784.0,-720.0,-744.0
560,560280.5797898949,-2008.0,-1940.0,-1824.0,-1696.0,-1332.0,-1212.0,-1000.0,-872.0,-780.0,-708.0
561,561281.0790395198,-2016.0,-1944.0,-1840.0,-1712.0,-1224.0,-1100.0,-1000.0,-904.0,-808.0,-660.0
562,562281.5782891446,-1992.0,-1948.0,-1860.0,-1708.0,-1228.0,-1196.0,-1104.0,-852.0,-740.0,-684.0
563,563282.0775387693,-1988.0,-1884.0,-1836.0,-1676.0,-1288.0,-1228.0,-1096.0,-800.0,-716.0,-680.0
564,564282.5767883941,-1972.0,-1868.0,-1900.0,-1656.0,-1212.0,-1156.0,-1072.0,-892.0,-784.0,-868.0
565,565283.076038019,-2016.0,-1920.0,-1872.0,-1736.0,-1204.0,-1120.0,-1048.0,-884.0,-876.0,-820.0
566,566283.5752876438,-1996.0,-1896.0,-1832.0,-1740.0,-1280.0,-1136.0,-1088.0,-856.0,-864.0,-764.0
567,567284.0745372686,-1992.0,-1972.0,-1892.0,-1764.0,-1224.0,-1172.0,-1016.0,-860.0,-856.0,-744.0
568,568284.5737868934,-2024.0,-1952.0,-1896.0,-1712.0,-1244.0,-1220.0,-1100.0,-760.0,-904.0,-636.0
569,569285.0730365182,-2024.0,-2012.0,-1872.0,-1772.0,-1332.0,-1140.0,-1060.0,-768.0,-732.0,-664.0
570,570285.5722861431,-1992.0,-1960.0,-1868.0,-1664.0,-1360.0,-1192.0,-940.0,-816.0,-708.0,-772.0
571,571286.0715357679,-2000.0,-1952.0,-1856.0,-1652.0,-1336.0,-1148.0,-956.0,-820.0,-696.0,-792.0
572,572286.5707853927,-2004.0,-1980.0,-1820.0,-1692.0,-1332.0,-1184.0,-1008.0,-856.0,-696.0,-792.0
573,573287.0700350174,-2000.0,-1960.0,-1872.0,-1752.0,-1324.0,-1212.0,-896.0,-884.0,-760.0,-768.0
574,574287.5692846423,-2016.0,-1944.0,-1876.0,-1736.0,-1284.0,-1196.0,-968.0,-908.0,-760.0,-748.0
575,575288.0685342671,-2024.0,-1924.0,-1828.0,-1684.0,-1340.0,-1232.0,-1008.0,-912.0,-812.0,-836.0
576,576288.5677838919,-1996.0,-1936.0,-1752.0,-1704.0,-1332.0,-1176.0,-928.0,-1036.0,-808.0,-800.0
577,577289.0670335167,-2000.0,-1884.0,-1768.0,-1708.0,-1412.0,-1156.0,-860.0,-952.0,-872.0,-716.0
578,578289.5662831415,-2008.0,-1920.0,-1808.0,-1636.0,-1412.0,-1200.0,-908.0,-916.0,-844.0,-764.0
579,579290.0655327664,-2000.0,-1944.0,-1852.0,-1648.0,-1292.0,-1212.0,-896.0,-864.0,-804.0,-788.0
580,580290.5647823912,-1988.0,-1908.0,-1828.0,-1672.0,-1348.0,-1228.0,-936.0,-932.0,-848.0,-696.0
581,581291.064032016,-1996.0,-1932.0,-1720.0,-1656.0,-1304.0,-1156.0,-948.0,-936.0,-860.0,-756.0
582,582291.5632816408,-2004.0,-1964.0,-1740.0,-1608.0,-1376.0,-1148.0,-972.0,-924.0,-872.0,-692.0
583,583292.0625312657,-2008.0,-1988.0,-1816.0,-1580.0,-1376.0,-1156.0,-928.0,-836.0,-840.0,-708.0
584,584292.5617808904,-1984.0,-1948.0,-1828.0,-1632.0,-1428.0,-1028.0,-952.0,-788.0,-860.0,-736.0
585,585293.0610305152,-1972.0,-1940.0,-1856.0,-1652.0,-1440.0,-1140.0,-940.0,-876.0,-848.0,-684.0
586,586293.56028014,-1972.0,-1964.0,-1828.0,-1648.0,-1456.0,-1152.0,-992.0,-896.0,-888.0,-736.0
587,587294.0595297648,-1996.0,-1956.0,-1828.0,-1628.0,-1476.0,-1156.0,-1004.0,-872.0,-772.0,-772.0
588,588294.5587793897,-1988.0,-1976.0,-1828.0,-1636.0,-1468.0,-1132.0,-872.0,-912.0,-832.0,-808.0
589,589295.0580290145,-1988.0,-1972.0,-1868.0,-1632.0,-1480.0,-1144.0,-880.0,-956.0,-796.0,-832.0
590,590295.5572786393,-1988.0,-1936.0,-1872.0,-1664.0,-1448.0,-1144.0,-952.0,-924.0,-724.0,-752.0
591,591296.0565282641,-1980.0,-1996.0,-1792.0,-1688.0,-1416.0,-1140.0,-928.0,-820.0,-752.0,-840.0
592,592296.555777889,-1984.0,-1956.0,-1772.0,-1708.0,-1416.0,-1176.0,-956.0,-904.0,-792.0,-736.0
593,593297.0550275138,-1968.0,-1936.0,-1800.0,-1676.0,-1396.0,-1140.0,-968.0,-856.0,-904.0,-720.0
594,594297.5542771386,-1992.0,-1996.0,-1752.0,-1708.0,-1424.0,-1128.0,-992.0,-884.0,-836.0,-760.0
595,595298.0535267633,-1984.0,-2000.0,-1748.0,-1732.0,-1416.0,-1096.0,-1024.0,-904.0,-856.0,-792.0
596,596298.5527763881,-1972.0,-1984.0,-1688.0,-1696.0,-1368.0,-1092.0,-1004.0,-780.0,-832.0,-748.0
597,597299.052026013,-1996.0,-1968.0,-1684.0,-1704.0,-1384.0,-1076.0,-1052.0,-804.0,-776.0,-760.0
598,598299.5512756378,-1996.0,-1900.0,-1772.0,-1692.0,-1428.0,-1176.0,-1008.0,-760.0,-804.0,-768.0
599,599300.0505252626,-2000.0,-1936.0,-1740.0,-1676.0,-1432.0,-1072.0,-1052.0,-880.0,-760.0,-752.0
600,600300.5497748874,-2008.0,-1944.0,-1764.0,-1632.0,-1460.0,-1124.0,-1120.0,-1028.0,-772.0,-712.0
601,601301.0490245122,-2004.0,-1952.0,-1796.0,-1652.0,-1348.0,-1216.0,-1040.0,-984.0,-800.0,-680.0
602,602301.5482741371,-2016.0,-1920.0,-1812.0,-1640.0,-1324.0,-1168.0,-1060.0,-1060.0,-772.0,-720.0
603,603302.0475237619,-2024.0,-1936.0,-1776.0,-1660.0,-1368.0,-1096.0,-1084.0,-932.0,-856.0,-688.0
604,604302.5467733867,-2000.0,-1968.0,-1840.0,-1624.0,-1428.0,-1152.0,-1016.0,-952.0,-780.0,-732.0
605,605303.0460230114,-1992.0,-1988.0,-1876.0,-1648.0,-1404.0,-1160.0,-1008.0,-984.0,-852.0,-756.0
606,606303.5452726363,-2004.0,-1956.0,-1860.0,-1620.0,-1336.0,-1156.0,-1008.0,-880.0,-776.0,-724.0
607,607304.0445222611,-1984.0,-1928.0,-1864.0,-1604.0,-1360.0,-1128.0,-1036.0,-916.0,-820.0,-792.0
608,608304.5437718859,-1984.0,-1928.0,-1880.0,-1604.0,-1316.0,-1152.0,-1020.0,-896.0,-716.0,-804.0
609,609305.0430215107,-1948.0,-1880.0,-1920.0,-1648.0,-1372.0,-1060.0,-928.0,-868.0,-768.0,-724.0
610,610305.5422711355,-1992.0,-1860.0,-1888.0,-1668.0,-1388.0,-1128.0,-968.0,-832.0,-828.0,-720.0
611,611306.0415207604,-1984.0,-1932.0,-1812.0,-1660.0,-1368.0,-1092.0,-988.0,-796.0,-808.0,-668.0
612,612306.5407703852,-2012.0,-1960.0,-1860.0,-1644.0,-1340.0,-1080.0,-980.0,-892.0,-784.0,-704.0
613,613307.04002001,-2004.0,-1916.0,-1860.0,-1696.0,-1292.0,-1060.0,-976.0,-776.0,-680.0,-800.0
614,614307.5392696348,-1960.0,-1916.0,-1856.0,-1744.0,-1292.0,-1100.0,-1000.0,-728.0,-760.0,-648.0
615,615308.0385192597,-2000.0,-1948.0,-1844.0,-1752.0,-1304.0,-1104.0,-924.0,-828.0,-756.0,-664.0
616,616308.5377688844,-2016.0,-1952.0,-1836.0,-1816.0,-1360.0,-1176.0,-1024.0,-872.0,-884.0,-660.0
617,617309.0370185092,-1984.0,-1936.0,-1888.0,-1796.0,-1296.0,-1212.0,-1028.0,-920.0,-756.0,-640.0
618,618309.536268134,-1992.0,-1952.0,-1864.0,-1720.0,-1304.0,-1192.0,-984.0,-900.0,-832.0,-640.0
619,619310.0355177588,-2032.0,-1912.0,-1820.0,-1804.0,-1352.0,-1172.0,-956.0,-864.0,-688.0,-720.0
620,620310.5347673837,-2016.0,-1968.0,-1788.0,-1808.0,-1268.0,-1072.0,-1068.0,-840.0,-728.0,-748.0
621,621311.0340170085,-2024.0,-1960.0,-1820.0,-1788.0,-1208.0,-1068.0,-1108.0,-904.0,-724.0,-832.0
622,622311.5332666333,-1988.0,-1908.0,-1892.0,-1828.0,-1264.0,-1136.0,-1176.0,-864.0,-820.0,-808.0
623,623312.0325162581,-1988.0,-1948.0,-1872.0,-1836.0,-1296.0,-1148.0,-996.0,-916.0,-840.0,-756.0
624,624312.5317658829,-2008.0,-1956.0,-1848.0,-1864.0,-1316.0,-1168.0,-1004.0,-884.0,-748.0,-732.0
625,625313.0310155078,-1984.0,-1932.0,-1868.0,-1804.0,-1312.0,-1184.0,-1056.0,-880.0,-840.0,-760.0
626,626313.5302651325,-1992.0,-1916.0,-1840.0,-1744.0,-1304.0,-1164.0,-1112.0,-808.0,-792.0,-748.0
627,627314.0295147573,-1972.0,-1968.0,-1808.0,-1764.0,-1288.0,-1180.0,-1056.0,-872.0,-836.0,-732.0
628,628314.5287643821,-2000.0,-1944.0,-1872.0,-1832.0,-1320.0,-1192.0,-1048.0,-900.0,-868.0,-652.0
629,629315.028014007,-1992.0,-1916.0,-1852.0,-1800.0,-1384.0,-1128.0,-1040.0,-872.0,-852.0,-652.0
630,630315.5272636318,-1972.0,-1968.0,-1904.0,-1852.0,-1328.0,-1108.0,-1040.0,-748.0,-856.0,-736.0
631,631316.0265132566,-2016.0,-1980.0,-1956.0,-1816.0,-1312.0,-1180.0,-1020.0,-716.0,-820.0,-764.0
632,632316.5257628814,-2012.0,-1948.0,-1892.0,-1776.0,-1320.0,-1132.0,-956.0,-800.0,-768.0,-664.0
633,633317.0250125062,-2000.0,-1984.0,-1848.0,-1820.0,-1396.0,-1120.0,-1048.0,-884.0,-708.0,-724.0
634,634317.5242621311,-2008.0,-1964.0,-1888.0,-1744.0,-1328.0,-1020.0,-1060.0,-868.0,-704.0,-752.0
635,635318.0235117559,-1964.0,-1960.0,-1892.0,-1748.0,-1356.0,-1148.0,-1072.0,-928.0,-796.0,-732.0
636,636318.5227613806,-1976.0,-1972.0,-1844.0,-1720.0,-1392.0,-1148.0,-1092.0,-904.0,-740.0,-820.0
637,637319.0220110054,-2016.0,-1940.0,-1784.0,-1736.0,-1460.0,-1156.0,-1112.0,-952.0,-820.0,-720.0
638,638319.5212606303,-1988.0,-1972.0,-1768.0,-1752.0,-1356.0,-1176.0,-1020.0,-880.0,-728.0,-728.0
639,639320.0205102551,-2012.0,-1940.0,-1768.0,-1728.0,-1324.0,-1160.0,-992.0,-880.0,-728.0,-668.0
640,640320.5197598799,-2020.0,-1964.0,-1760.0,-1716.0,-1324.0,-1112.0,-1020.0,-960.0,-708.0,-712.0
641,641321.0190095047,-2016.0,-1952.0,-1804.0,-1752.0,-1320.0,-1136.0,-1068.0,-956.0,-732.0,-716.0
642,642321.5182591295,-1992.0,-1936.0,-1840.0,-1752.0,-1316.0,-1152.0,-1056.0,-904.0,-808.0,-784.0
643,643322.0175087544,-2000.0,-1948.0,-1832.0,-1732.0,-1288.0,-1120.0,-992.0,-936.0,-836.0,-740.0
644,644322.5167583792,-1992.0,-1912.0,-1832.0,-1664.0,-1276.0,-1180.0,-1032.0,-896.0,-904.0,-708.0
645,645323.016008004,-2020.0,-1888.0,-1852.0,-1716.0,-1336.0,-1148.0,-1032.0,-848.0,-768.0,-756.0
646,646323.5152576288,-2020.0,-1932.0,-1816.0,-1692.0,-1292.0,-1132.0,-988.0,-916.0,-732.0,-792.0
647,647324.0145072537,-2000.0,-1948.0,-1796.0,-1708.0,-1328.0,-1080.0,-940.0,-920.0,-836.0,-756.0
648,648324.5137568784,-1976.0,-1960.0,-1844.0,-1648.0,-1424.0,-1088.0,-956.0,-908.0,-748.0,-660.0
649,649325.0130065032,-1992.0,-1924.0,-1864.0,-1596.0,-1372.0,-1072.0,-972.0,-880.0,-812.0,-704.0
650,650325.512256128,-1968.0,-1916.0,-1844.0,-1600.0,-1320.0,-1040.0,-952.0,-864.0,-836.0,-760.0
651,651326.0115057528,-1968.0,-1920.0,-1880.0,-1692.0,-1316.0,-1056.0,-968.0,-876.0,-804.0,-656.0
652,652326.5107553777,-1980.0,-1932.0,-1868.0,-1700.0,-1276.0,-1068.0,-976.0,-856.0,-792.0,-672.0
653,653327.0100050025,-2032.0,-1920.0,-1936.0,-1696.0,-1376.0,-1036.0,-1008.0,-744.0,-844.0,-636.0
654,654327.5092546273,-2032.0,-1984.0,-1948.0,-1764.0,-1416.0,-1132.0,-1004.0,-760.0,-772.0,-704.0
655,655328.0085042521,-2032.0,-2000.0,-1892.0,-1748.0,-1528.0,-1108.0,-940.0,-780.0,-712.0,-708.0
656,656328.507753877,-2024.0,-1932.0,-1880.0,-1732.0,-1504.0,-1100.0,-960.0,-824.0,-736.0,-696.0
657,657329.0070035018,-2040.0,-1952.0,-1876.0,-1668.0,-1508.0,-1112.0,-936.0,-848.0,-824.0,-760.0
658,658329.5062531265,-2016.0,-1960.0,-1852.0,-1616.0,-1440.0,-1124.0,-920.0,-852.0,-836.0,-740.0
659,659330.0055027513,-2016.0,-1988.0,-1892.0,-1568.0,-1400.0,-1128.0,-1020.0,-852.0,-796.0,-776.0
660,660330.5047523761,-1972.0,-1984.0,-1812.0,-1652.0,-1428.0,-1140.0,-1036.0,-840.0,-800.0,-708.0
661,661331.004002001,-1980.0,-1944.0,-1840.0,-1704.0,-1436.0,-1084.0,-972.0,-832.0,-752.0,-716.0
662,662331.5032516258,-2008.0,-1952.0,-1772.0,-1704.0,-1480.0,-1124.0,-1028.0,-812.0,-776.0,-704.0
663,663332.0025012506,-1996.0,-1952.0,-1772.0,-1652.0,-1428.0,-1092.0,-1104.0,-856.0,-692.0,-744.0
664,664332.5017508754,-1984.0,-1920.0,-1812.0,-1628.0,-1440.0,-1104.0,-1136.0,-820.0,-816.0,-756.0
665,665333.0010005002,-1996.0,-1948.0,-1808.0,-1700.0,-1424.0,-1060.0,-956.0,-860.0,-848.0,-804.0
666,666333.5002501251,-2008.0,-1920.0,-1864.0,-1772.0,-1456.0,-1140.0,-892.0,-784.0,-752.0,-800.0
667,667333.9994997499,-2004.0,-1940.0,-1868.0,-1748.0,-1480.0,-1116.0,-924.0,-748.0,-888.0,-672.0
668,668334.4987493746,-1992.0,-1944.0,-1860.0,-1788.0,-1496.0,-1156.0,-952.0,-692.0,-924.0,-732.0
669,669334.9979989994,-2012.0,-1960.0,-1844.0,-1796.0,-1460.0,-1028.0,-976.0,-764.0,-848.0,-700.0
670,670335.4972486243,-2032.0,-1944.0,-1788.0,-1756.0,-1456.0,-1064.0,-928.0,-796.0,-824.0,-732.0
671,671335.9964982491,-2008.0,-1920.0,-1864.0,-1748.0,-1484.0,-992.0,-912.0,-840.0,-788.0,-672.0
672,672336.4957478739,-2016.0,-1936.0,-1904.0,-1800.0,-1496.0,-1080.0,-960.0,-808.0,-788.0,-724.0
673,673336.9949974987,-2004.0,-1912.0,-1844.0,-1760.0,-1456.0,-1020.0,-952.0,-908.0,-856.0,-732.0
674,674337.4942471235,-1996.0,-1908.0,-1848.0,-1740.0,-1440.0,-1048.0,-940.0,-852.0,-820.0,-816.0
675,675337.9934967484,-2008.0,-1888.0,-1840.0,-1776.0,-1376.0,-1016.0,-1040.0,-820.0,-780.0,-816.0
676,676338.4927463732,-1984.0,-1928.0,-1816.0,-1744.0,-1352.0,-928.0,-968.0,-804.0,-716.0,-800.0
677,677338.991995998,-2000.0,-1924.0,-1852.0,-1776.0,-1404.0,-996.0,-972.0,-852.0,-728.0,-692.0
678,678339.4912456227,-1992.0,-1988.0,-1872.0,-1800.0,-1336.0,-1008.0,-1028.0,-784.0,-768.0,-724.0
679,679339.9904952476,-1988.0,-1992.0,-1852.0,-1708.0,-1424.0,-996.0,-988.0,-800.0,-860.0,-696.0
680,680340.4897448724,-2000.0,-1944.0,-1868.0,-1740.0,-1392.0,-1048.0,-1020.0,-832.0,-764.0,-808.0
681,681340.9889944972,-2000.0,-1916.0,-1864.0,-1820.0,-1492.0,-1088.0,-1000.0,-900.0,-804.0,-756.0
682,682341.488244122,-1976.0,-1944.0,-1808.0,-1860.0,-1536.0,-1104.0,-988.0,-896.0,-764.0,-728.0
683,683341.9874937468,-1964.0,-1940.0,-1868.0,-1832.0,-1544.0,-1064.0,-968.0,-912.0,-772.0,-736.0
684,684342.4867433717,-2000.0,-1840.0,-1836.0,-1744.0,-1540.0,-1140.0,-1000.0,-832.0,-796.0,-696.0
685,685342.9859929965,-1976.0,-1860.0,-1852.0,-1640.0,-1592.0,-1224.0,-936.0,-880.0,-808.0,-744.0
686,686343.4852426213,-2000.0,-1936.0,-1868.0,-1708.0,-1604.0,-1232.0,-932.0,-812.0,-780.0,-756.0
687,687343.9844922461,-1988.0,-1928.0,-1880.0,-1704.0,-1604.0,-1292.0,-1000.0,-828.0,-752.0,-752.0
688,688344.4837418708,-1972.0,-1940.0,-1848.0,-1620.0,-1552.0,-1184.0,-988.0,-944.0,-668.0,-736.0
689,689344.9829914958,-1980.0,-1972.0,-1816.0,-1624.0,-1548.0,-1160.0,-960.0,-920.0,-724.0,-768.0
690,690345.4822411205,-2016.0,-1984.0,-1824.0,-1608.0,-1564.0,-1212.0,-1036.0,-940.0,-832.0,-808.0
691,691345.9814907453,-2032.0,-1996.0,-1836.0,-1640.0,-1480.0,-1200.0,-872.0,-1044.0,-776.0,-760.0
692,692346.4807403701,-2008.0,-1988.0,-1888.0,-1672.0,-1400.0,-1180.0,-812.0,-984.0,-932.0,-696.0
693,693346.979989995,-2028.0,-1960.0,-1928.0,-1708.0,-1392.0,-1008.0,-868.0,-932.0,-936.0,-680.0
694,694347.4792396198,-1988.0,-1940.0,-1956.0,-1692.0,-1388.0,-1072.0,-960.0,-936.0,-880.0,-596.0
695,695347.9784892446,-2000.0,-1924.0,-1892.0,-1644.0,-1476.0,-1088.0,-1008.0,-892.0,-852.0,-632.0
696,696348.4777388694,-1996.0,-2008.0,-1892.0,-1648.0,-1532.0,-1112.0,-916.0,-812.0,-792.0,-708.0
697,697348.9769884942,-1996.0,-1988.0,-1864.0,-1632.0,-1488.0,-1100.0,-956.0,-832.0,-756.0,-640.0
698,698349.4762381191,-1964.0,-1964.0,-1812.0,-1684.0,-1440.0,-1020.0,-1000.0,-924.0,-828.0,-664.0
699,699349.9754877439,-2004.0,-1940.0,-1852.0,-1656.0,-1488.0,-1092.0,-1000.0,-888.0,-712.0,-708.0
700,700350.4747373686,-1972.0,-1972.0,-1888.0,-1692.0,-1380.0,-1036.0,-980.0,-852.0,-788.0,-608.0
